location_node,destination_node,Count
42425570,42432436,1
42425570,42432693,1
42425570,42433604,1
42425570,42456060,1
42425801,42436705,1
42426042,42429981,1
42426060,42446398,1
42426374,42435337,1
42426747,42422026,1
42426747,42430308,1
42426747,42440350,1
42426747,42731718,1
42426777,100522731,1
42426875,42428408,1
42426960,42435354,1
42427030,42429832,1
42427030,42445953,1
42427030,42446488,1
42427064,42825929,1
42427133,42430324,1
42427133,246648219,1
42427139,42427136,1
42427249,42450426,1
42427254,42427254,1
42427254,42427953,1
42427300,42445651,1
42427300,42452630,1
42427300,42455113,1
42427307,42437589,1
42427311,42432165,1
42427316,42436017,1
42427316,42442794,1
42427319,42430770,1
42427319,42434946,1
42427319,596776120,1
42427324,42430688,1
42427324,42436056,1
42427324,42436703,1
42427324,42440153,1
42427324,100522731,1
42427335,42432068,1
42427335,42446562,1
42427346,42436707,1
42427369,42428447,1
42427369,42435253,1
42427369,42449890,1
42427369,42453398,1
42427369,339044224,1
42427369,1918039880,1
42427371,42430304,1
42427371,42434087,1
42427371,42435598,1
42427371,42435642,1
42427371,42436475,1
42427371,42436707,1
42427371,42440012,1
42427371,42440966,1
42427371,42442415,1
42427371,42444906,1
42427371,42445903,1
42427371,42445930,1
42427371,42446013,1
42427371,42446998,1
42427371,42447249,1
42427374,42427374,5
42427374,42428473,1
42427374,42430044,1
42427374,42430324,1
42427374,42430333,1
42427374,42430356,1
42427374,42431452,1
42427374,42433834,1
42427374,42436052,1
42427374,42437749,1
42427374,42439836,1
42427374,42443811,1
42427374,42445917,1
42427374,42446971,1
42427374,42453177,1
42427374,247074607,1
42427381,42430249,1
42427381,42430304,1
42427381,42432580,1
42427381,42435645,1
42427381,42440012,1
42427381,42440323,1
42427381,42443680,1
42427381,100522731,1
42427386,42448701,1
42427386,339044224,1
42427386,596775882,1
42427390,42428234,1
42427390,42430375,1
42427390,42437949,1
42427390,593915305,1
42427393,1692433920,1
42427411,42422056,1
42427411,42428287,1
42427411,42429353,1
42427411,42449971,1
42427411,42453952,1
42427411,370880758,1
42427412,42436519,1
42427421,42442914,1
42427421,42442960,1
42427421,42455963,1
42427423,42424218,1
42427423,42427423,1
42427423,42427812,1
42427423,42428198,1
42427423,42430329,1
42427423,42430639,2
42427423,42430643,1
42427423,42442889,1
42427423,42443532,1
42427423,42444051,1
42427423,42455934,1
42427423,358448394,1
42427423,593886220,1
42427423,593915255,2
42427423,596775840,1
42427423,596775946,1
42427423,1698103521,1
42427426,42428297,1
42427426,42429664,1
42427426,42430277,1
42427426,42430643,1
42427426,42430805,1
42427426,42432194,1
42427426,42435599,1
42427426,42437363,1
42427426,42442939,1
42427426,42446266,1
42427426,42446935,1
42427426,42446977,1
42427426,42453630,1
42427426,339044224,1
42427427,42427824,1
42427427,42428321,1
42427427,42430594,1
42427427,42430639,1
42427427,42445404,1
42427427,42445569,1
42427427,42455934,1
42427427,276062182,1
42427427,339044224,1
42427477,42429374,1
42427477,42429974,1
42427477,42430274,1
42427477,42430308,1
42427477,42430314,1
42427477,42430828,1
42427477,42435599,1
42427477,42435675,1
42427477,42435687,1
42427477,42439070,1
42427477,42440012,1
42427477,42440330,1
42427477,42442937,1
42427477,42444043,1
42427477,42444906,1
42427477,42445387,1
42427477,593915255,1
42427477,595105496,1
42427483,42428223,1
42427483,42428234,1
42427483,42428460,1
42427483,42428468,1
42427483,42429657,2
42427483,42430361,1
42427483,42430736,1
42427483,42432693,2
42427483,42434090,1
42427483,42434946,1
42427483,42435599,1
42427483,42435654,1
42427483,42435677,1
42427483,42436115,1
42427483,42438784,1
42427483,42440015,1
42427483,42444906,1
42427483,42445230,1
42427483,42448390,1
42427483,42457735,1
42427483,42518700,1
42427483,100521544,1
42427483,596775914,1
42427483,596775951,1
42427494,42429577,1
42427762,42440022,1
42427762,42444822,1
42427764,42427805,1
42427764,42428183,1
42427764,42429507,1
42427764,42430651,1
42427764,42430722,1
42427764,42436549,1
42427764,42437445,1
42427764,42448390,1
42427764,100522728,1
42427764,593839894,1
42427786,42430320,1
42427786,42430639,2
42427786,42442939,1
42427786,42445867,1
42427786,42445899,1
42427786,427845251,1
42427787,42421969,1
42427787,42427483,1
42427787,42440022,1
42427787,42446849,1
42427787,247085079,1
42427787,427841043,1
42427797,42428283,1
42427797,42430324,1
42427797,42437644,1
42427797,42445961,1
42427797,561042197,1
42427805,42427953,1
42427805,42428425,1
42427805,42429876,1
42427805,42430639,1
42427805,42430651,1
42427805,42434352,1
42427805,42437529,1
42427805,42440452,1
42427805,42445574,1
42427805,599041290,1
42427812,42428332,1
42427812,42430333,2
42427812,42432700,1
42427812,42440966,1
42427812,42445649,1
42427812,42449947,1
42427812,370923579,1
42427812,593915295,1
42427817,42429375,1
42427817,42430600,1
42427821,593915255,1
42427824,373903786,1
42427915,42421993,1
42427915,42429976,1
42427915,42431007,1
42427915,42432580,1
42427915,42435323,1
42427915,42436486,1
42427915,42439984,1
42427915,42443268,1
42427915,42443310,1
42427915,42446099,1
42427915,42454701,1
42427915,276062183,1
42427915,596799891,1
42427953,42422026,1
42427965,42439990,1
42427965,42455934,1
42427968,42434951,1
42427968,42437433,1
42427968,42437451,1
42427968,42438894,1
42427968,42445232,1
42427968,42448338,1
42427968,42455897,1
42427968,596775985,1
42427968,599044149,1
42427970,42427386,1
42427970,42428007,1
42427970,42429334,1
42427970,42429888,1
42427970,42432580,1
42427970,42436917,1
42427970,42439409,1
42427970,42445783,1
42427970,42449956,1
42427970,42456197,1
42427972,42424098,1
42427972,1698103521,1
42427975,42442578,1
42427975,42448329,1
42427975,596775941,1
42427975,1792535231,1
42427975,1918039880,1
42427979,42430707,1
42427979,42432834,1
42427979,42436707,1
42427979,42440456,1
42427979,42442959,1
42427985,42428015,1
42427985,42440282,1
42427991,42429974,1
42427991,42436710,1
42427991,42437287,1
42427991,42442947,1
42427996,42447235,1
42427996,42449928,1
42427996,42454192,1
42428003,42427136,1
42428003,42427421,1
42428003,42429342,1
42428003,42429577,1
42428003,42430358,1
42428003,42432818,1
42428003,42435485,1
42428003,42436486,1
42428003,42436551,1
42428003,42436922,1
42428003,42442107,1
42428003,42442939,1
42428003,42444817,1
42428003,42445651,1
42428003,42445926,1
42428003,42446472,1
42428003,42447020,1
42428003,42447235,1
42428003,42448379,1
42428003,42452353,1
42428003,42454378,1
42428003,276062182,1
42428003,596775941,1
42428003,1946814074,1
42428005,42431104,1
42428005,42432847,1
42428005,42436510,1
42428005,42436913,1
42428005,42439345,1
42428005,42439454,1
42428005,42440356,1
42428005,42440820,1
42428005,42443806,1
42428005,42454798,1
42428005,42455113,1
42428005,42456555,1
42428007,42423674,1
42428007,42428007,1
42428007,42428308,1
42428007,42429844,1
42428007,42430329,1
42428007,42430358,1
42428007,42435603,1
42428007,42436056,1
42428007,42436510,1
42428007,42436516,1
42428007,42437358,1
42428007,42442937,1
42428007,42443614,1
42428007,42445666,1
42428007,42446986,1
42428007,42447060,1
42428007,42448321,1
42428007,42456555,1
42428007,370924945,1
42428007,596775870,1
42428007,596775914,1
42428007,596775919,1
42428010,42428032,1
42428010,42429840,1
42428010,42430317,1
42428010,42430363,1
42428010,42431165,1
42428010,42436578,1
42428010,42436705,1
42428010,42438791,1
42428010,42438886,1
42428010,42440453,1
42428010,42442939,1
42428010,42444206,1
42428010,42444991,1
42428010,42445390,1
42428010,42445666,1
42428010,42446959,1
42428010,42446977,1
42428010,42447136,1
42428010,42447237,1
42428010,42453943,1
42428010,42454192,1
42428010,42454798,1
42428010,596775840,1
42428010,1792535231,1
42428010,2569923492,1
42428012,42423579,1
42428012,42428268,1
42428012,42431549,1
42428012,42434168,1
42428012,42436707,1
42428012,42442949,1
42428012,42443313,1
42428012,42445374,1
42428012,42448379,1
42428012,42452353,1
42428012,42454428,1
42428012,42456555,1
42428012,596775941,1
42428013,42428321,1
42428013,42432458,1
42428013,42434175,1
42428013,42436514,1
42428013,42440025,1
42428013,42444055,1
42428013,42445924,1
42428013,42445976,1
42428013,42446013,1
42428013,42446971,1
42428013,42455113,1
42428014,42428216,1
42428014,42428297,1
42428014,42429714,1
42428014,42432580,1
42428014,42435522,1
42428014,42436531,1
42428014,42436705,1
42428014,42436917,1
42428014,42437343,1
42428014,42438038,1
42428014,42440012,1
42428014,42442269,1
42428014,42442957,1
42428014,42444043,1
42428014,42445748,1
42428014,42445953,1
42428014,42446031,1
42428014,42446041,1
42428014,42448216,1
42428014,42449961,1
42428014,42456555,1
42428014,561042188,1
42428014,561042204,1
42428014,596775882,1
42428015,42427764,1
42428015,42428272,1
42428015,42429342,1
42428015,42430639,1
42428015,42432856,1
42428015,42436539,1
42428015,42438889,2
42428015,42439556,1
42428015,42439972,1
42428015,42440001,1
42428015,42445256,1
42428015,42445378,1
42428015,42445738,1
42428015,42454622,1
42428015,42455897,1
42428016,42427764,1
42428016,42427972,1
42428016,42428277,1
42428016,42428287,1
42428016,42430052,1
42428016,42430639,1
42428016,42432580,1
42428016,42433834,2
42428016,42439203,1
42428016,42440012,1
42428016,42442933,2
42428016,42443310,1
42428016,42456205,1
42428016,405984035,1
42428020,42421960,1
42428020,42429330,1
42428020,42431515,1
42428020,42431889,1
42428020,42431902,1
42428020,42434077,1
42428020,42436707,1
42428020,42436710,1
42428020,42442918,1
42428020,42442957,1
42428020,42442960,1
42428020,42443556,1
42428020,42445947,1
42428020,42446093,1
42428020,42446987,1
42428020,42446994,1
42428020,42448379,1
42428020,42449961,1
42428020,42825551,1
42428020,593973910,1
42428020,1825841754,1
42428022,42422509,1
42428022,42427786,1
42428022,42427965,1
42428022,42428007,1
42428022,42428277,1
42428022,42431464,1
42428022,42431902,1
42428022,42432540,1
42428022,42437463,1
42428022,42440465,1
42428022,42442960,1
42428022,42446072,1
42428022,42446971,1
42428022,42447144,1
42428022,42448338,1
42428022,42452951,1
42428022,42453607,1
42428022,42456555,1
42428022,278642768,1
42428024,42425955,1
42428024,42427764,1
42428024,42429334,2
42428024,42444457,1
42428024,42444820,1
42428024,42450035,1
42428027,42430597,1
42428027,42432458,1
42428027,42436481,1
42428027,42436527,1
42428027,42440710,1
42428027,42444822,1
42428027,42454798,1
42428027,42459579,1
42428027,42459636,1
42428027,596775870,1
42428027,1696727885,1
42428029,42428047,1
42428029,42434087,1
42428029,42442959,1
42428029,42450030,1
42428032,42430075,1
42428032,42438891,1
42428032,42445924,1
42428032,42447136,1
42428032,42449991,1
42428032,370880739,1
42428034,42434090,1
42428034,42438889,1
42428034,42443105,1
42428037,42427805,1
42428037,42428014,1
42428037,42428037,1
42428037,42428978,1
42428037,42430363,1
42428037,42430924,1
42428037,42430959,1
42428037,42431549,1
42428037,42431868,1
42428037,42432847,1
42428037,42435272,1
42428037,42437881,1
42428037,42443027,1
42428037,42445738,1
42428037,42447136,1
42428037,42452812,1
42428037,42453183,1
42428037,595105496,1
42428037,1698103410,1
42428037,2054405601,1
42428039,42440025,1
42428039,42443817,1
42428039,42447154,1
42428039,596788016,1
42428043,42428014,1
42428043,42430279,1
42428043,42440022,1
42428043,42442432,1
42428043,42444817,1
42428043,42446036,1
42428043,42446987,1
42428043,42448693,1
42428043,42452353,1
42428045,42428170,1
42428047,42434946,1
42428047,42442939,1
42428047,42456568,1
42428049,42432436,1
42428049,42436492,1
42428049,42449308,1
42428049,42450468,1
42428052,42428022,1
42428052,42429842,1
42428052,42430358,1
42428052,42438802,1
42428052,42440025,1
42428052,42446935,1
42428052,596799891,1
42428061,42432585,1
42428061,42435257,1
42428061,42435650,1
42428063,42421803,1
42428063,42428308,1
42428063,42432834,1
42428063,42432847,1
42428063,42436985,1
42428063,42445936,1
42428063,42447235,1
42428063,42457209,1
42428063,595314040,1
42428063,1061531807,1
42428065,42421969,1
42428065,42429657,1
42428065,42430390,1
42428065,42435257,1
42428065,42436575,1
42428065,42447030,1
42428065,42454600,1
42428065,593915255,1
42428068,42421810,1
42428068,42421985,1
42428068,42430361,1
42428068,42430390,1
42428068,42434871,1
42428068,42443326,1
42428170,42431544,1
42428170,42438886,1
42428174,42431067,1
42428174,42442902,1
42428174,42453104,1
42428179,42428928,1
42428179,42430378,1
42428179,42431156,1
42428179,42437686,1
42428179,42443612,1
42428183,42430329,1
42428183,42432308,1
42428183,42440326,1
42428192,42428454,1
42428192,42429918,1
42428198,42424218,1
42428198,42429388,1
42428198,42437670,1
42428198,42439178,1
42428198,42440710,1
42428198,42442417,1
42428198,42453610,1
42428198,561042197,1
42428201,42421960,1
42428201,42429918,1
42428201,42433604,1
42428201,42434439,1
42428201,42435646,1
42428201,42443614,1
42428201,825418517,1
42428212,42430828,1
42428212,42434354,1
42428212,42435650,1
42428212,1692433918,1
42428216,42428493,1
42428216,42430367,1
42428216,42442937,1
42428216,493889629,1
42428220,42430639,1
42428220,42430828,1
42428220,42436371,1
42428220,42454428,1
42428220,596775963,1
42428227,42436582,1
42428232,42429890,1
42428232,42430344,1
42428232,42430363,1
42428232,42431187,1
42428232,42443804,1
42428232,449581627,1
42428232,593915255,1
42428232,595105472,1
42428234,42428174,1
42428234,42430375,1
42428234,42432580,1
42428234,42442910,1
42428234,42443950,1
42428234,42446987,1
42428234,42449938,1
42428234,62915531,1
42428239,42428012,1
42428239,42428307,1
42428239,42430361,1
42428239,42435636,1
42428239,42437283,1
42428239,42443804,1
42428239,42443811,1
42428239,42446013,1
42428239,42446971,1
42428239,42448338,1
42428239,371247627,1
42428253,42429900,1
42428253,42436431,1
42428253,42440847,1
42428253,42442952,1
42428253,593915305,1
42428258,42437529,1
42428258,42449942,1
42428264,42430347,1
42428264,596799866,1
42428268,42430282,1
42428268,42435687,1
42428268,42437644,1
42428272,42428227,1
42428272,42428234,1
42428272,42430367,1
42428272,42435684,1
42428272,42442961,1
42428272,42445896,1
42428272,247085079,1
42428277,42430651,1
42428277,42432589,1
42428277,42434800,1
42428277,42435644,1
42428277,2821304146,1
42428283,42428283,2
42428283,42428310,1
42428283,42429918,1
42428283,42430639,1
42428283,42432700,1
42428283,42436575,1
42428283,42446275,1
42428283,42448707,1
42428283,593839894,1
42428287,42426747,1
42428287,42427764,1
42428287,42430651,2
42428287,42435671,1
42428287,42438963,1
42428287,42439454,1
42428287,42444055,1
42428287,42446941,1
42428287,42449550,1
42428287,42455761,1
42428287,593915305,1
42428297,42427996,1
42428297,42428420,1
42428297,42430009,1
42428297,42430367,1
42428297,42430390,1
42428297,42430651,2
42428297,42431560,1
42428297,42432598,1
42428297,42445569,1
42428297,593839894,1
42428303,42424218,2
42428303,42428365,1
42428303,42429255,1
42428303,42430378,1
42428303,42430651,1
42428303,42434074,2
42428303,42435257,1
42428303,42444909,1
42428303,42444960,1
42428303,42444985,1
42428303,42445879,1
42428303,42450341,1
42428303,276061102,1
42428305,42424218,1
42428305,42430651,1
42428305,42430685,1
42428305,42430745,1
42428305,42432556,1
42428305,42434074,1
42428305,42439335,1
42428305,42444049,1
42428305,42446036,1
42428307,42424218,1
42428307,42428239,1
42428307,42430338,1
42428307,42430344,1
42428307,42430375,1
42428307,42430651,3
42428307,42431560,1
42428307,42438547,1
42428307,42439840,1
42428307,561042202,1
42428308,42436060,1
42428308,42443528,1
42428310,42426747,1
42428310,42429688,1
42428310,42429971,1
42428310,42430643,1
42428310,42430704,1
42428310,42432598,1
42428310,42449945,1
42428310,449581627,1
42428310,561042197,1
42428312,42428312,1
42428312,42430329,1
42428312,42430367,1
42428312,42430651,1
42428312,42432700,1
42428312,42434077,1
42428312,42442492,1
42428312,42445916,1
42428313,42428524,1
42428313,42430259,1
42428313,42430643,1
42428313,42430651,1
42428313,42431106,1
42428313,42434959,1
42428313,42435598,1
42428313,42435716,1
42428313,42439443,1
42428313,42445039,1
42428313,42449683,1
42428313,593915305,1
42428313,596775882,1
42428313,596775951,1
42428315,42434072,1
42428315,42437670,1
42428315,42443556,1
42428315,42446932,1
42428315,42446998,1
42428315,42453630,1
42428315,42454378,1
42428315,42454742,1
42428315,659643753,1
42428315,1692433919,1
42428321,42423677,1
42428321,42428814,1
42428321,42430639,1
42428321,42430707,1
42428321,42435663,1
42428321,42435677,1
42428321,42446016,1
42428321,42449945,1
42428328,42428013,1
42428328,42428287,1
42428328,42428305,1
42428328,42439440,1
42428328,42439968,1
42428328,42442937,1
42428328,42443528,1
42428328,42443680,1
42428328,42446488,1
42428328,42456060,1
42428328,599041290,1
42428328,2408421467,1
42428328,2698702581,1
42428329,42429974,1
42428329,42430263,1
42428329,42430651,1
42428329,42431544,1
42428329,42432594,1
42428329,42432703,1
42428329,42435310,1
42428329,42440463,1
42428329,42442492,1
42428329,42442947,1
42428329,42443612,1
42428329,103729415,1
42428332,42424218,1
42428332,42428376,1
42428332,42430390,1
42428332,42445947,1
42428332,593839894,1
42428345,42429577,1
42428345,42437401,1
42428345,279151954,1
42428365,42445910,1
42428374,42430597,1
42428374,42435420,1
42428374,42448552,1
42428376,42429374,1
42428376,42431617,1
42428385,42427386,1
42428385,42431877,1
42428391,42428391,1
42428391,42435635,1
42428402,42435636,1
42428408,42431889,1
42428408,42440340,1
42428411,42428345,1
42428411,42437654,1
42428411,246900041,1
42428417,42430352,1
42428417,373903786,1
42428420,42429844,1
42428425,42430571,1
42428428,42422042,1
42428433,42428374,1
42428436,42427764,1
42428436,42446986,1
42428436,42499351,1
42428438,42430115,1
42428438,42453398,1
42428438,246866828,1
42428441,42436056,1
42428441,42445417,1
42428441,42454600,1
42428444,596776009,1
42428447,42430358,1
42428447,42430639,1
42428447,42436371,1
42428447,561042200,1
42428454,42428368,1
42428454,42430320,1
42428454,42443806,1
42428458,42430247,1
42428458,42436134,1
42428458,42440815,1
42428460,42436134,1
42428460,42449333,1
42428464,42446478,1
42428471,42430154,1
42428471,42445928,1
42428471,42454798,1
42428473,42427805,1
42428473,42430352,1
42428473,42431617,1
42428473,42434827,1
42428473,42436073,1
42428473,42436129,1
42428473,42445908,1
42428473,42445928,1
42428473,42449890,1
42428473,1692433938,1
42428473,1698103194,1
42428476,42428447,1
42428476,42429577,1
42428476,42430282,1
42428476,42436393,1
42428476,42440323,1
42428476,42440729,1
42428476,42445574,1
42428476,42445885,1
42428476,593976795,1
42428480,42427483,1
42428480,42429829,1
42428480,42430571,1
42428480,42436024,1
42428480,42439823,1
42428483,42428444,1
42428483,42435636,1
42428483,42453187,1
42428489,42429375,1
42428489,42429570,1
42428489,42435635,1
42428489,42445916,1
42428489,42446353,1
42428489,42446977,1
42428489,42452026,1
42428489,42453613,1
42428489,42453777,1
42428489,595105472,1
42428491,42424218,1
42428491,42430344,1
42428491,42444960,1
42428491,2821304143,1
42428493,42434807,1
42428493,42434871,1
42428493,42435675,1
42428493,42436055,1
42428493,42439073,2
42428570,42424218,1
42428570,42428814,1
42428570,42429657,1
42428570,42430311,1
42428570,42430329,1
42428570,42430394,1
42428570,42430984,1
42428570,42437052,1
42428570,42438060,1
42428570,42445227,1
42428570,825418517,1
42428583,42428570,1
42428583,42430394,1
42428583,42431000,1
42428583,42439981,1
42428583,42439984,1
42428583,42442451,1
42428583,42442542,1
42428583,42445899,1
42428583,1061531768,1
42428583,2698702581,1
42428588,42427762,1
42428588,42428588,1
42428588,42430361,1
42428588,42431678,1
42428588,42431684,1
42428588,42436701,1
42428588,42439443,1
42428588,42440452,1
42428588,42440459,1
42428588,42444043,1
42428588,42445928,1
42428588,42445930,1
42428590,42427996,1
42428590,42429688,1
42428590,42434346,1
42428590,42435684,1
42428590,42439440,1
42428590,42442534,1
42428590,42445930,1
42428590,42445972,1
42428590,42450426,1
42428590,596776032,1
42428601,42421972,1
42428601,42428328,1
42428601,42429577,1
42428601,42430361,1
42428601,42431024,1
42428601,42434346,1
42428601,42436514,1
42428601,42437368,1
42428601,42440015,1
42428601,42445417,1
42428601,42452353,1
42428601,1061531645,1
42428601,1825841700,1
42428634,42430983,1
42428634,42432756,1
42428634,42437670,1
42428634,42445888,1
42428634,1061531447,1
42428634,1061531504,1
42428634,1398594289,1
42428640,42424218,1
42428640,42428003,1
42428640,42430367,1
42428640,42430713,1
42428640,42432436,1
42428640,42434160,1
42428640,42440001,1
42428640,596788016,1
42428645,42428799,1
42428645,42445930,1
42428645,100522728,1
42428661,42424218,1
42428661,42430597,1
42428661,42442571,1
42428661,42450426,1
42428682,42421985,1
42428682,42431684,1
42428682,42445953,1
42428682,42447020,1
42428682,42450426,1
42428689,42421969,1
42428689,42431030,1
42428689,42437142,1
42428689,42444810,2
42428689,1722116498,1
42428701,42428065,1
42428701,42435253,1
42428701,42435328,1
42428701,42436567,1
42428701,42442445,1
42428709,42421800,1
42428709,42429918,1
42428709,42440567,1
42428709,42455026,1
42428711,42430694,1
42428711,42431544,1
42428711,42454701,1
42428711,42765905,1
42428711,589927880,1
42428720,42428003,1
42428720,595314040,1
42428737,42432558,1
42428737,42440020,1
42428746,42428328,1
42428746,42428640,1
42428746,42431000,1
42428782,42421776,1
42428782,42428012,1
42428782,42428065,1
42428782,42438859,1
42428782,42442480,1
42428782,42445230,1
42428782,42445409,1
42428782,42445417,1
42428782,42446036,1
42428782,599036657,1
42428782,2141026544,1
42428782,2831728347,1
42428799,42428007,1
42428799,42428873,1
42428799,42430989,1
42428799,42431005,1
42428799,42439984,1
42428799,42446138,1
42428799,1792535231,1
42428814,42428711,1
42428814,42431674,1
42428814,42434072,1
42428814,42436578,1
42428814,42437058,1
42428814,42447230,1
42428814,42449308,1
42428846,42430363,1
42428846,42431037,1
42428846,42442947,1
42428858,42428253,1
42428858,42428846,1
42428858,42440567,1
42428858,42442577,1
42428858,42444809,1
